,code,name,17ReportX,16ReportX,2007net,2008net,16net,17net,2007roe,2008roe,16roe,17roe
1650,300079,数码科技,0.5,2.71,7275.37,8467.72,22949.55,3649.58,53.65,35.92,6.96,1.04
1651,300080,易成新能,-46.51,0.25,2201.8,7674.32,1897.8,-102412.59,105.15,66.36,0.59,-33.8
1652,300081,恒信东方,4.72,0.58,1996.34,2733.88,1582.32,9414.44,32.9,28.21,0.66,4.95
1653,300082,奥克股份,6.33,0.82,3307.83,9305.18,7633.58,20945.42,35.2,56.06,2.89,7.59
1654,300084,海默科技,0.82,0.36,1572.17,1962.27,707.58,1288.37,20.91,22.41,0.53,0.7
1655,300085,银之杰,0.94,3.62,2364.56,2234.01,8079.68,2223.85,60.74,33.11,8.66,1.99
1656,300086,康芝药业,1.47,0.93,3419.76,4952.48,4615.66,5019.69,53.19,35.53,2.57,2.75
1657,300087,荃银高科,4.36,1.25,1433.32,2451.06,3067.72,6246.19,59.52,56.34,4.83,8.5
1658,300088,长信科技,13.72,8.29,3967.94,4628.2,38357.19,54440.19,26.74,18.99,10.42,13.29
1659,300089,文化长城,3.09,5.02,2376.5,2723.94,13679.72,7346.18,25.28,20.48,12.4,4.1
1660,300092,科新机电,0.25,0.9,2425.41,3525.33,3188.97,598.51,40.96,39.2,6.46,1.12
1661,300093,金刚玻璃,0.75,0.13,2391.71,3696.99,468.38,1790.9,17.51,24.52,0.53,2.03
1662,300095,华伍股份,4.61,1.65,1121.98,2821.14,4642.77,5176.97,29.44,18.97,4.28,3.1
1663,300096,易联众,1.28,0.45,1414.06,2343.68,1059.82,1812.17,25.9,35.93,1.49,2.52
1664,300097,智云股份,10.3,4.53,1652.76,2053.4,9302.29,17031.04,63.57,30.42,7.25,10.75
1665,300098,高新兴,15.22,7.74,2683.29,4082.06,31595.77,40827.15,56.4,35.19,8.8,10.31
1666,300099,精准信息,7.14,0.8,1422.64,3726.88,2991.19,10164.41,67.26,61.97,3.19,6.09
1667,300100,双林股份,4.58,7.66,3980.52,4265.05,32675.31,18216.87,36.16,21.78,14.35,6.96
1668,300101,振芯科技,1.86,1.36,1641.42,2944.63,4000.76,3053.98,92.2,31.59,4.84,3.59
1669,300102,乾照光电,9.53,0.73,2210.58,6594.71,4838.24,21056.03,84.85,53.25,1.95,8.1
1670,300103,达刚路机,1.42,0.6,3057.9,3946.81,2364.37,4333.17,46.25,42.15,2.8,4.98
1671,300105,龙源技术,0.24,-2.29,6768.2,7169.94,-16448.47,1598.64,61.96,41.64,-8.65,0.71
1672,300106,西部牧业,-37.51,-2.22,978.5,2351.54,-5221.47,-36702.11,10.31,21.61,-5.5,-45.8
1673,300107,建新股份,8.18,1.02,1064.2,2226.06,2275.28,8707.57,15.25,25.79,2.5,9.22
1674,300108,吉药控股,19.15,13.95,1057.42,1336.11,18636.13,20246.4,35.82,25.75,10.91,10.86
1675,300109,新开源,14.82,7.73,626.17,1034.89,8003.98,9282.32,42.62,35.21,6.7,7.36
1676,300110,华仁药业,1.1,0.52,3414.06,4643.07,2394.62,3753.5,20.37,22.33,1.62,2.54
1677,300112,万讯自控,2.62,1.34,1691.25,1998.09,2670.52,4436.5,30.55,26.56,3.8,6.03
1678,300113,顺网科技,221.02,28.74,231.81,1812.63,52100.91,51233.78,131.41,125.17,24.94,18.87
1679,300114,中航电测,7.4,3.58,1748.28,2875.86,10303.51,12944.55,13.17,22.78,7.95,9.3
1680,300115,长盈精密,15.0,14.95,3805.79,4575.02,68373.99,57096.55,87.72,29.85,18.76,13.69
1681,300117,嘉寓股份,1.04,1.15,6114.31,6651.26,7619.34,6374.03,43.01,32.29,5.47,4.42
1682,300118,东方日升,31.66,9.82,2052.05,7016.79,68884.59,64976.8,85.57,58.8,20.29,16.04
1683,300119,瑞普生物,2.84,3.07,3696.2,4332.19,13278.25,10489.52,48.36,30.17,7.75,5.46
1684,300120,经纬电材,4.4,0.84,1271.35,1863.98,1567.92,5597.38,26.83,29.97,2.33,7.0
1685,300121,阳谷华泰,13.57,8.93,1500.1,1755.68,15677.84,20354.13,33.46,28.63,27.24,27.16
1686,300122,智飞生物,2.84,0.17,15200.91,19005.13,3252.03,43227.54,95.79,98.53,1.3,15.85
1687,300123,亚光科技,15.67,0.91,616.27,2015.83,1827.0,9655.71,27.46,34.67,1.78,4.74
1688,300124,汇川技术,21.46,16.75,4939.27,5564.22,93183.75,106004.18,94.23,50.84,21.49,20.98
1689,300125,易世达,-60.77,-2.22,434.85,2803.86,-6225.83,-26424.77,36.7,80.77,-5.84,-29.32
1690,300126,锐奇股份,0.22,0.21,1995.13,2996.74,624.79,444.03,35.23,34.93,0.6,0.43
1691,300127,银河磁体,6.17,3.83,3124.95,3086.01,11829.09,19296.54,14.86,15.55,11.12,16.87
1692,300128,锦富技术,1.49,0.89,3933.41,4286.25,3820.12,5848.44,55.73,31.56,1.71,2.93
1693,300129,泰胜风能,3.99,4.5,3852.08,4864.72,21910.57,15369.38,116.76,25.73,10.67,6.98
1694,300130,新国都,2.49,4.47,2885.85,3111.85,13902.17,7193.39,77.35,33.71,10.26,4.46
1695,300131,英唐智控,13.03,14.48,1097.46,1391.23,20143.02,14300.32,52.21,40.08,11.33,7.65
1696,300132,青松股份,6.36,1.75,1489.27,1867.82,3273.46,9474.6,32.76,29.3,5.3,13.91
1697,300133,华策影视,26.82,12.5,2365.91,3827.42,47847.06,63443.27,63.16,53.96,7.79,9.55
1698,300134,大富科技,-13.54,1.77,3780.91,7036.49,12466.69,-51175.78,33.49,42.57,3.72,-9.17
1699,300136,信维通信,259.07,28.9,343.17,1839.34,53156.87,88904.61,35.96,89.91,32.03,37.66
1700,300137,先河环保,22.51,4.46,836.0,2363.85,10531.2,18816.93,31.9,32.74,7.36,12.19
1701,300138,晨光生物,12.21,2.4,1169.63,3849.6,9247.4,14282.98,16.15,35.62,6.41,9.13
1702,300139,晓程科技,-5.56,0.62,3417.73,4501.5,2798.51,-19005.62,46.0,37.99,2.17,-15.68
1703,300140,中环装备,3.23,2.28,2351.6,3946.73,9017.29,7597.86,23.67,31.44,7.45,5.9
1704,300141,和顺电气,0.41,1.66,1501.42,1794.44,2972.91,610.11,34.48,29.54,4.25,0.87
1705,300142,沃森生物,-72.35,2.03,742.46,3470.0,7045.87,-53713.75,53.25,48.75,2.85,-18.13
1706,300143,星普医科,12.31,4.8,993.95,1146.34,5508.04,12239.62,16.71,14.81,3.16,5.22
1707,300144,宋城演艺,23.62,14.06,4519.72,6416.47,90230.52,106761.21,43.95,45.02,15.07,15.6
1708,300146,汤臣倍健,63.19,20.04,1212.65,2670.5,53521.18,76625.56,77.18,82.94,11.76,15.8
1709,300147,香雪制药,2.14,1.84,3078.08,3595.07,6602.41,6593.92,18.77,21.16,1.94,1.92
1710,300148,天舟文化,11.49,17.14,1166.04,1420.75,24356.9,13401.67,23.74,20.98,9.1,3.09
1711,300149,量子高科,4.83,2.8,1198.03,2317.94,6498.1,5780.95,66.49,50.79,8.74,7.33
1712,300150,世纪瑞尔,2.26,3.94,2066.28,2301.4,9078.4,4674.56,23.39,20.7,5.97,2.89
1713,300151,昌红科技,1.71,1.36,2034.46,2324.56,3150.2,3469.93,45.5,28.97,3.9,4.21
1714,300152,科融环境,2.02,-3.67,1856.72,3591.96,-13184.07,3746.0,18.01,27.56,-9.32,2.72
1715,300153,科泰电源,1.26,1.56,2307.54,3109.23,4845.61,2896.31,38.88,35.58,5.03,2.98
1716,300154,瑞凌股份,6.82,3.03,1256.97,2419.01,7325.3,8578.69,63.49,60.33,4.77,5.52
1717,300155,安居宝,1.27,0.6,1043.03,2937.45,1760.03,1329.14,32.49,56.48,1.55,1.16
1718,300157,恒泰艾普,-49.15,3.7,907.69,2296.75,8495.38,-44613.54,34.05,29.95,2.69,-12.54
1719,300158,振东制药,7.69,3.42,3922.75,5938.59,20306.39,30153.59,25.81,27.61,6.26,5.6
1720,300159,新研股份,39.65,18.82,1022.61,1333.45,25093.73,40543.6,31.75,30.34,4.39,6.65
1721,300160,秀强股份,5.24,3.23,2114.67,3701.3,11954.7,11090.29,27.42,30.58,10.17,8.73
1722,300161,华中数控,0.99,0.36,3305.32,3724.06,1331.83,3287.0,33.89,26.58,1.6,2.91
1723,300162,雷曼股份,1.2,2.87,1686.17,1070.75,3076.02,2031.53,84.72,31.79,2.64,1.83
1724,300163,先锋新材,-5.63,5.56,496.73,1221.92,6792.31,-2795.37,48.47,15.34,9.57,-3.93
1725,300164,通源石油,1.62,0.6,2721.93,3653.52,2197.44,4412.33,37.36,35.39,1.59,2.85
1726,300165,天瑞仪器,1.82,1.18,5688.77,4718.49,5574.4,10370.91,65.37,38.35,3.7,6.6
1727,300166,东方国信,99.08,24.96,434.78,1313.58,32790.11,43078.89,32.29,59.15,10.27,10.28
1728,300167,迪威迅,-0.33,1.38,1787.91,2125.96,2938.57,-584.99,30.88,27.25,4.13,-0.81
1729,300168,万达信息,10.86,9.39,3005.56,2538.48,23827.32,32650.7,20.59,13.18,11.3,13.39
1730,300170,汉得信息,9.53,7.06,3397.54,3419.14,24138.2,32375.09,58.19,37.0,12.72,14.45
1731,300171,东富龙,2.68,4.39,4597.52,5338.54,23451.15,12309.78,40.97,44.28,8.12,4.16
1732,300172,中电环保,3.96,3.48,2981.91,3137.59,10904.3,11816.16,33.72,26.48,10.28,10.26
1733,300173,智慧松德,3.3,2.93,2033.83,2538.83,7439.99,6718.4,53.25,37.21,4.61,4.04
1734,300174,元力股份,4.76,2.49,1023.52,1705.78,4254.78,4867.67,47.66,37.8,7.96,8.7
1735,300175,朗源股份,1.74,1.21,2272.25,2332.06,2832.37,3960.09,31.68,28.16,3.1,4.84
1736,300177,中海达,4.36,0.77,1536.46,2446.86,1888.29,6701.21,82.44,68.66,1.22,4.15
1737,300178,腾邦国际,7.81,3.81,3631.54,4681.19,17828.9,28373.13,58.73,36.14,12.12,13.77
1738,300179,四方达,4.87,1.14,1264.42,2591.68,2951.52,6157.01,49.97,35.19,3.98,7.94
1739,300180,华峰超纤,5.94,2.66,4199.17,3781.26,10054.81,24929.17,21.61,17.84,4.31,6.65
1740,300181,佐力药业,3.25,4.33,1389.42,1664.27,7202.04,4514.03,9.48,11.49,5.51,3.38
1741,300182,捷成股份,102.4,41.38,1049.25,2323.38,96145.26,107440.42,79.62,70.32,12.59,11.32
1742,300183,东软载波,9.06,6.18,2627.3,5764.38,35647.28,23805.43,56.54,65.19,14.62,9.21
1743,300184,力源信息,22.85,3.09,1417.27,1531.81,4734.9,32381.85,49.33,21.8,5.63,9.51
1744,300185,通裕重工,2.16,1.09,9898.66,15277.42,16621.43,21351.8,46.2,34.39,3.77,4.25
1745,300187,永清环保,8.06,6.74,1781.72,2100.54,14152.25,14352.05,25.89,29.05,10.17,9.28
1746,300188,美亚柏科,20.65,8.85,1316.06,2064.58,18262.4,27171.63,46.8,45.85,10.39,13.56
1747,300189,神农基因,-1.94,0.8,844.16,2139.67,1703.69,-1634.57,16.12,31.8,1.19,-1.15
1748,300190,维尔利,323.77,7.59,42.84,1222.65,9275.34,13870.31,8.47,49.57,4.08,4.27
1749,300191,潜能恒信,-0.56,0.37,3007.18,3044.62,1136.35,-1677.88,28.17,26.81,0.97,-1.44
1750,300192,科斯伍德,0.62,2.49,932.68,1445.27,3600.0,576.48,20.15,21.6,5.17,1.0
1751,300193,佳士科技,4.28,1.79,3356.32,5637.51,10100.88,14377.09,140.45,57.75,4.92,6.54
1752,300194,福安药业,53.09,4.86,536.49,4569.9,22195.82,28481.47,292.95,111.51,7.72,7.02
1753,300195,长荣股份,3.58,2.91,4145.04,4760.87,13848.24,14830.75,47.94,49.69,5.64,4.15
1754,300196,长海股份,23.27,11.39,867.77,2261.62,25762.73,20194.05,16.03,23.2,14.9,8.65
1755,300197,铁汉生态,85.83,25.64,882.13,2036.22,52206.56,75711.11,44.24,45.64,11.34,13.57
1756,300198,纳川股份,13.87,2.84,513.19,2247.73,6386.81,7117.95,41.57,69.37,4.28,4.37
1757,300199,翰宇药业,21.65,14.7,1523.22,1985.88,29192.47,32972.14,42.29,19.23,9.85,8.96
1758,300203,聚光科技,49.8,5.05,901.46,7960.69,40233.32,44890.7,10.56,61.37,15.87,15.25
1759,300204,舒泰神,69.93,15.67,376.15,1642.31,25727.47,26302.68,18.01,32.56,14.66,12.87
1760,300205,天喻信息,1.32,0.87,1710.15,2279.05,1984.98,2259.69,14.07,16.51,1.79,1.94
1761,300211,亿通科技,0.29,0.23,1248.75,1682.23,379.63,365.66,26.58,21.04,0.76,0.73
1762,300213,佳讯飞鸿,4.46,3.3,2603.59,3123.95,10320.67,11621.08,32.48,28.07,10.07,6.58
1763,300214,日科化学,9.61,3.54,989.62,2259.45,7998.41,9508.55,15.51,25.66,5.94,6.52
1764,300220,金运激光,-19.21,0.37,220.43,1804.32,673.4,-4234.51,31.04,89.58,2.4,-16.02
1765,300223,北京君正,1.28,0.15,507.45,4613.36,705.21,650.11,35.39,98.1,0.65,0.59
1766,300225,金力泰,1.46,2.56,3243.61,2740.87,7023.55,4735.49,35.56,26.35,8.29,5.39
1767,300226,上海钢联,3.39,1.5,1422.81,1475.47,2210.49,4817.8,103.23,43.87,5.64,9.13
1768,300229,拓尔思,4.13,3.08,3825.57,4452.62,13700.53,15813.84,51.97,32.38,8.74,9.16
1769,300235,方直科技,0.89,1.28,994.09,1385.46,1768.24,882.25,123.95,69.08,5.16,1.69
1770,300237,美晨生态,35.73,19.36,1705.7,2307.18,44664.92,60948.47,64.87,41.85,18.37,20.85
1771,300238,冠昊生物,20.45,8.03,281.02,709.48,5695.58,5747.52,473.34,23.77,7.19,3.98
1772,300240,飞力达,2.22,2.13,3222.2,3109.54,6612.59,7163.48,33.85,25.47,6.55,6.89
1773,300245,天玑科技,2.85,2.67,1931.53,2163.74,5777.35,5495.43,65.75,44.61,8.17,6.83
1774,300247,乐金健康,4.12,3.24,1650.7,2645.24,8563.45,6799.51,37.77,25.55,5.47,2.91
1775,300253,卫宁健康,18.71,30.47,1224.09,1701.87,51862.28,22903.99,46.52,41.25,28.27,9.3
1776,300264,佳创视讯,-3.24,0.67,2277.87,2036.07,1364.46,-7373.16,28.06,19.67,2.21,-12.71
1777,300271,华宇软件,13.41,7.13,2842.59,3808.47,27169.42,38116.61,33.28,30.95,16.37,16.33
1778,300272,开能环保,5.11,7.39,1135.27,1221.89,9024.96,5801.01,24.09,10.57,14.0,7.9
1779,300277,海联讯,0.28,0.97,2137.69,2698.54,2612.1,605.33,50.06,38.22,5.5,1.26
1780,300282,汇冠股份,2.81,9.44,792.37,1332.21,12570.25,2227.85,46.55,49.68,9.84,0.99
1781,300305,裕兴股份,2.94,3.16,2348.23,2288.58,7224.31,6895.82,81.27,40.94,5.31,4.84
1782,300318,博晖创新,1.57,0.59,2471.73,3985.44,2359.92,3885.1,27.66,33.86,1.67,2.7
1783,300321,同大股份,1.08,1.38,2274.46,2405.05,3314.04,2448.47,39.81,30.04,5.84,4.19
1784,300325,德威新材,1.09,2.67,2311.17,2850.07,7602.05,2508.16,25.46,18.41,5.79,1.47
1785,300329,海伦钢琴,2.58,2.05,1591.11,1625.98,3328.48,4098.05,-,20.59,4.23,5.02
1786,300340,科恒股份,6.52,2.07,1875.98,1623.08,3358.59,12240.1,70.2,36.52,3.96,9.02
1787,300345,红宇新材,-10.49,0.73,475.67,1398.55,1025.8,-4989.88,10.62,20.62,1.28,-6.54
1788,300353,东土科技,26.57,12.95,476.53,951.15,12314.39,12660.81,27.29,26.04,7.62,5.84
1789,300370,安控科技,17.3,14.1,614.0,612.27,8631.67,10625.12,-,-,8.84,8.08
1790,300375,鹏翎股份,3.08,3.65,3876.9,4315.77,15731.5,11925.47,23.89,24.87,13.29,8.85
1791,300381,溢多利,6.99,5.82,1150.73,1951.17,11356.61,8042.43,16.24,23.18,7.07,4.19
1792,300401,花园生物,7.69,2.61,1695.74,1677.01,4377.28,13040.33,24.04,15.32,5.98,16.07
1793,300444,双杰电气,14.14,6.81,739.34,1423.32,9696.18,10454.39,-,-,11.43,9.96
1794,300445,康斯特,7.65,5.51,693.38,800.34,4408.01,5301.37,-,-,11.32,12.11
1795,300477,合纵科技,11.57,5.95,1134.42,1476.22,8779.37,13125.52,-,14.71,11.13,10.9
1796,300593,新雷能,1.84,3.21,1934.47,1372.78,4409.67,3560.21,-,-,13.02,6.75
